name,artist,release_date,length (minutes),popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,hit
Wasted Time,Skid Row,1991,5.81,56,0.36,0.0113,0.881,0.0,0,0.0742,-6.815,0.048,84.861,4,0.295,1
Crazy,Various Artists,2020,5.28,4,0.372,0.0867,0.868,0.0,6,0.137,-3.884,0.0381,162.081,3,0.421,0
Trippin,Push Push,2014,4.03,26,0.324,0.00364,0.899,2.21e-05,0,0.109,-4.239,0.0702,140.699,4,0.644,0
Along Comes Mary,The Association,1966,2.85,54,0.584,0.0883,0.62,1.73e-06,7,0.187,-7.681,0.0513,143.561,4,0.857,1
Mexican Radio,Wall Of Voodoo,1982,4.15,48,0.505,0.0148,0.701,0.000405,0,0.406,-12.031,0.0349,164.684,4,0.616,0
Thank You,Dido,1999,3.63,59,0.722,0.284,0.595,0.000538,1,0.0694,-9.928,0.0415,79.98,4,0.738,1
Stand!,Sly & The Family Stone,1969,3.13,36,0.609,0.214,0.788,2.44e-06,11,0.191,-9.726,0.0629,108.694,4,0.517,0
Girls of Summer,Aerosmith,2002,3.22,48,0.536,0.00364,0.839,0.0,7,0.0977,-4.257,0.0373,119.972,4,0.645,0
The Truth,Clawfinger,1993,4.21,20,0.674,0.056,0.968,0.555,6,0.0914,-4.771,0.0849,95.881,4,0.755,0
Sweat It Out,Jimmy Barnes,2006,3.96,11,0.18,0.00811,0.979,0.0,2,0.402,-2.316,0.0705,169.434,4,0.477,0
Polyamorous,Breaking Benjamin,2002,2.95,53,0.544,0.000132,0.895,0.107,1,0.147,-6.207,0.0522,98.128,4,0.875,1
My December,Various Artists,2020,4.34,6,0.731,0.372,0.585,0.01,0,0.147,-9.275,0.0238,100.021,4,0.719,0
Friday On My Mind,Gary Moore,1987,4.19,40,0.471,0.0319,0.905,0.482,9,0.115,-11.798,0.0593,160.255,4,0.541,0
Luka,Suzanne Vega,1987,3.85,59,0.637,0.194,0.781,0.000115,6,0.131,-8.263,0.031,124.939,4,0.789,1
To Love Somebody,Bee Gees,1967,3.03,67,0.423,0.729,0.384,4.11e-06,9,0.27,-12.503,0.0315,90.43,4,0.521,1
Black,Sevendust,1997,4.15,53,0.565,1.33e-05,0.968,0.188,1,0.089,-5.165,0.0568,108.003,4,0.693,1
Legend Of A Mind,The Moody Blues,1968,6.61,44,0.33,0.154,0.461,0.184,2,0.151,-12.407,0.0314,127.058,4,0.322,0
Respect - Mono; 2008 Remaster,Otis Redding,1965,2.18,43,0.709,0.19,0.841,0.000195,2,0.0686,-6.143,0.0519,117.538,4,0.961,0
Chinese Burn - Lunatic Calm Mix,Various Artists,2006,7.43,19,0.548,2.72e-05,0.964,0.803,0,0.378,-8.444,0.089,131.959,4,0.608,0
Once Around The Block,Badly Drawn Boy,1999,4.08,52,0.389,0.686,0.715,0.0109,5,0.0589,-8.096,0.0484,116.629,4,0.872,0
Party at Ground Zero,Fishbone,1985,6.5,38,0.376,0.0424,0.904,0.000369,1,0.0899,-5.061,0.22,196.813,4,0.888,0
Moby Dick - Intro / Outro Rough Mix,Led Zeppelin,1969,1.64,49,0.493,0.252,0.593,0.891,2,0.0733,-13.3,0.0613,93.397,4,0.841,0
Sun Hits The Sky,Supergrass,1997,4.86,48,0.374,4.08e-05,0.842,0.565,7,0.118,-12.169,0.045,150.484,4,0.352,0
Burn,Various Artists,1994,6.65,54,0.574,0.00175,0.915,0.664,2,0.34,-9.79,0.0399,104.042,4,0.508,1
Oh Yeah,Ash,1996,4.76,35,0.122,0.0193,0.692,0.0494,9,0.245,-4.677,0.0336,179.155,4,0.149,0
Four Sticks - Remaster,Led Zeppelin,1971,4.75,45,0.507,0.174,0.837,0.814,2,0.0906,-10.465,0.0624,107.013,1,0.318,0
Scar,Missy Higgins,2004,3.57,42,0.661,0.372,0.79,0.0,0,0.285,-5.669,0.0515,91.812,4,0.822,0
Screamager,Therapy?,1994,2.62,47,0.277,0.000481,0.942,0.196,7,0.0488,-5.681,0.101,174.644,4,0.575,0
Waiting For An Alibi,Thin Lizzy,1979,3.48,37,0.378,0.151,0.871,0.000194,3,0.109,-9.189,0.0946,148.88,4,0.531,0
Devil on My Shoulder,Billy Talent,2009,3.83,57,0.588,0.00193,0.892,0.000991,2,0.32,-4.322,0.0337,95.905,4,0.565,1
Kitty's Back,Bruce Springsteen,1973,7.08,35,0.315,0.00322,0.955,0.0731,4,0.0602,-6.136,0.153,159.39,4,0.497,0
You Make Me Feel Brand New,The Stylistics,1973,4.81,62,0.451,0.847,0.359,2.97e-05,7,0.137,-8.567,0.0247,76.015,4,0.178,1
Back In My Arms Again,The Supremes,1965,2.91,47,0.696,0.0182,0.521,1.47e-05,0,0.404,-11.168,0.0273,121.215,4,0.479,0
Department of Youth,Alice Cooper,1975,3.28,34,0.533,0.2,0.906,0.0015,5,0.493,-7.547,0.0381,121.669,4,0.638,0
Waiting In Vain,Bob Marley & The Wailers,1977,4.27,68,0.769,0.0292,0.457,3.07e-05,8,0.0599,-11.501,0.327,78.789,4,0.806,1
Pretzel Logic,Steely Dan,1974,4.51,48,0.605,0.62,0.443,0.0169,9,0.205,-12.096,0.0428,96.333,4,0.654,0
Ava Adore,The Smashing Pumpkins,2001,4.36,42,0.594,0.000673,0.91,0.12,5,0.0757,-4.268,0.0596,79.947,4,0.826,0
Women - Remastered 2017,Def Leppard,1987,5.71,48,0.52,0.00215,0.916,0.0236,2,0.318,-5.772,0.0392,86.414,4,0.388,0
Walkie Talkie Man,Steriogram,2004,2.22,49,0.548,0.000254,0.935,0.0,9,0.422,-2.112,0.0775,141.118,4,0.593,0
Heroin Girl,Everclear,1995,2.39,44,0.363,0.00771,0.984,4.49e-05,2,0.0793,-4.71,0.107,149.819,4,0.346,0
Build Me Up Buttercup,The Foundations,1968,2.96,74,0.66,0.313,0.512,0.0,0,0.283,-7.183,0.0294,133.607,4,0.852,1
Replica,Fear Factory,1995,3.96,52,0.574,3.69e-05,0.943,0.0317,11,0.366,-5.238,0.0769,112.009,4,0.72,0
Twistin' the Night Away,Sam Cooke,1962,2.66,64,0.458,0.691,0.801,0.0,9,0.328,-7.83,0.0565,160.547,4,0.93,1
"It's All Over Now, Baby Blue (feat. Van Morrison)",Them,1966,3.79,57,0.604,0.19,0.457,0.0,2,0.123,-9.264,0.049,112.18,4,0.694,1
Shut Up!,Simple Plan,2004,3.05,48,0.507,0.00104,0.959,0.0,1,0.147,-4.763,0.118,165.136,4,0.436,0
Rock N Roll Duty - Live,Kim Mitchell,1990,4.29,8,0.454,0.00258,0.842,0.000127,7,0.83,-12.213,0.049,136.312,4,0.331,0
Don't Talk To Strangers,Dio,1983,4.85,53,0.352,0.00802,0.892,0.176,2,0.126,-7.695,0.0841,132.684,4,0.283,1
(Can't You) Trip Like I Do - 2009 Remastered Version,Filter,2009,4.45,28,0.346,9.06e-05,0.972,0.0083,8,0.665,-4.805,0.267,119.568,4,0.174,0
Freedom,Rage Against The Machine,1992,6.11,52,0.503,0.000893,0.678,0.0134,7,0.348,-5.552,0.103,112.277,4,0.501,0
Darlin' - Remastered,The Beach Boys,1967,2.24,54,0.63,0.00533,0.661,1.45e-05,11,0.162,-7.465,0.0263,126.975,4,0.953,1
You're Pretty Good Looking (For a Girl),The White Stripes,2000,1.83,41,0.475,0.701,0.855,1.54e-05,11,0.0723,-5.666,0.0532,116.787,1,0.875,0
Stars,Hum,1995,5.15,54,0.271,0.000285,0.742,0.26,2,0.0601,-12.669,0.0529,91.844,4,0.148,1
Even It Up,Heart,1980,5.16,36,0.7,0.171,0.749,0.35,9,0.0613,-11.262,0.035,135.971,4,0.965,0
Kick,INXS,1987,3.24,46,0.507,0.00181,0.863,0.134,4,0.354,-5.109,0.0482,156.67,4,0.926,0
Breakdown,The Alan Parsons Project,1977,3.89,40,0.365,0.208,0.719,0.0133,2,0.102,-5.336,0.0701,169.951,4,0.596,0
King Of The Night Time World,KISS,1976,3.32,37,0.404,0.0238,0.958,0.00137,11,0.334,-4.483,0.108,137.771,4,0.176,0
The Universal,Blur,2000,4.0,54,0.317,0.158,0.571,2.95e-06,9,0.0848,-7.669,0.0283,163.036,3,0.234,1
The Day That Never Comes,Metallica,2008,7.94,63,0.334,9.11e-05,0.982,0.149,4,0.106,-2.293,0.0619,126.883,4,0.501,1
Shelf In The Room,Days Of The New,1997,4.73,56,0.621,0.0349,0.619,6.88e-05,6,0.168,-9.047,0.0264,128.967,4,0.325,1
I Still,Forty Deuce,2005,3.12,5,0.222,0.00166,0.925,0.00505,9,0.222,-2.437,0.0685,172.184,4,0.394,0
Don't Tread On Me,Metallica,1991,4.0,55,0.674,0.00453,0.833,0.00574,2,0.274,-7.625,0.0393,107.991,4,0.682,1
Yours Is No Disgrace - 2003 Remaster,Yes,1971,9.68,42,0.409,0.00409,0.628,0.0193,2,0.51,-9.625,0.0578,141.225,4,0.801,0
My Hometown,Bruce Springsteen,1984,4.66,62,0.652,0.486,0.338,5.9e-05,9,0.0744,-11.58,0.0367,116.881,4,0.392,1
In Hiding,Pearl Jam,1998,5.0,41,0.405,0.00237,0.753,3.71e-05,2,0.191,-7.089,0.0294,104.29,4,0.391,0
Haunted,Six Feet Under,1995,3.17,19,0.365,0.000117,0.913,0.637,4,0.0911,-7.294,0.0557,97.594,4,0.511,0
Givin the Dog a Bone,AC/DC,1980,3.53,58,0.525,0.0704,0.975,2.22e-05,2,0.231,-4.372,0.0572,132.686,4,0.736,1
"Fingertips, Pt. 2 - Live/1962",Stevie Wonder,2019,3.17,41,0.35,0.622,0.873,0.242,7,0.673,-7.241,0.39,136.696,4,0.346,0
As Good as It Gets,the feelers,2001,3.93,23,0.545,0.00401,0.899,0.0,0,0.171,-4.562,0.0321,100.203,4,0.256,0
Sleeping Bag,ZZ Top,1985,4.04,48,0.62,0.00181,0.688,0.00482,7,0.0464,-12.892,0.0435,112.122,4,0.793,0
Mother Mother,Tracy Bonham,1996,3.01,51,0.368,0.015,0.626,0.0,2,0.201,-7.082,0.0618,174.394,4,0.622,0
Web in Front,Archers Of Loaf,1993,2.11,44,0.569,0.0173,0.866,0.0,9,0.088,-7.95,0.0368,135.403,4,0.96,0
Follow You Down,Matthew Mayfield,2013,4.6,33,0.239,0.407,0.24,0.0,0,0.11,-9.434,0.0395,179.306,4,0.204,0
The Stars Of Track And Field,Belle & Sebastian,1996,4.75,32,0.446,0.252,0.314,3.34e-05,4,0.356,-14.381,0.0482,121.262,4,0.399,0
The Great Gig in the Sky,Pink Floyd,1973,4.73,66,0.275,0.768,0.216,0.897,5,0.0832,-13.818,0.0345,116.388,4,0.181,1
Headlong - Remastered 2011,Queen,1991,4.63,57,0.566,0.192,0.912,7.19e-06,2,0.127,-5.265,0.0964,143.982,4,0.372,1
Big Foot,Chickenfoot,2011,3.83,27,0.594,0.00735,0.935,0.0,4,0.211,-4.053,0.0293,97.259,4,0.807,0
Nothing But a Good Time - Live,Poison,2008,5.01,33,0.272,0.0008,0.955,0.00151,1,0.312,-4.816,0.271,148.856,4,0.382,0
Strangelove,Depeche Mode,1998,3.76,59,0.566,0.044,0.961,0.00106,4,0.352,-3.46,0.0354,118.988,4,0.866,1
Simple,Collective Soul,1995,3.75,34,0.583,0.0926,0.919,0.00133,9,0.313,-5.87,0.093,91.069,4,0.524,0
Without You,Mötley Crüe,1989,4.5,56,0.524,0.00622,0.759,5.65e-05,5,0.0652,-4.152,0.0286,118.001,4,0.283,1
The Guns of Brixton - Remastered,The Clash,1979,3.21,58,0.739,0.00501,0.613,0.124,7,0.095,-9.487,0.0856,96.493,4,0.677,1
Bad Luck,Social Distortion,1992,4.42,46,0.551,0.0202,0.936,2.04e-06,1,0.211,-6.654,0.049,124.748,4,0.519,0
People Got to Be Free,The Rascals,1969,3.03,44,0.685,0.466,0.696,0.0,10,0.195,-8.137,0.0364,126.019,4,0.96,0
Ratamahatta,Sepultura,1996,4.51,53,0.53,0.00801,0.95,0.205,10,0.33,-5.402,0.0959,112.627,4,0.411,1
"Tighten Up, Pt. 1",Archie Bell & The Drells,1968,3.27,46,0.708,0.242,0.441,0.000147,11,0.0899,-12.931,0.196,125.191,4,0.724,0
Sweet Mary Jane,Block Buster,2017,3.46,15,0.643,8.46e-05,0.835,2.42e-05,2,0.113,-4.193,0.0433,114.044,4,0.616,0
Sharks and Danger,Alexisonfire,2004,4.64,34,0.242,0.00185,0.857,0.00647,10,0.847,-5.618,0.145,161.241,3,0.315,0
Lay Down Your Guns,Jimmy Barnes,1996,4.01,26,0.583,0.197,0.982,0.000152,9,0.15,-5.465,0.0781,119.939,4,0.626,0
Walking On Sunshine,Katrina & The Waves,1985,3.98,78,0.596,0.0116,0.869,0.173,10,0.0678,-11.97,0.037,109.902,4,0.944,1
Summer Breeze,Seals and Crofts,1972,3.42,65,0.49,0.553,0.581,0.0177,5,0.0764,-6.566,0.0388,88.718,4,0.318,1
Only My Heart Talkin',Alice Cooper,1989,4.77,44,0.24,0.0462,0.91,0.0,7,0.272,-5.78,0.0815,144.53,4,0.192,0
Love Spreads,The Stone Roses,1994,5.78,59,0.435,0.00265,0.88,0.0014,2,0.436,-8.451,0.0448,91.116,4,0.593,1
I Am a Rock,Paul Simon,1965,2.7,30,0.485,0.831,0.393,0.000569,4,0.124,-9.679,0.0365,121.767,4,0.436,0
Cocaine,J.J. Cale,1976,2.82,60,0.789,0.409,0.411,0.583,6,0.144,-14.73,0.049,104.352,4,0.39,1
You and Me (Album Version),The Checks,2009,4.45,35,0.513,0.0187,0.805,0.00149,9,0.208,-6.97,0.0328,115.825,4,0.446,0
Bits and Pieces - 2019 - Remaster,The Dave Clark Five,1964,1.98,37,0.485,0.0225,0.835,0.000114,5,0.0766,-8.871,0.101,143.853,4,0.974,0
"Fastlove, Pt. 1",George Michael,1996,5.41,64,0.735,0.052,0.64,0.00102,10,0.345,-7.522,0.072,104.444,4,0.551,1
Shelter from the Storm,Bob Dylan,1975,5.02,63,0.486,0.413,0.241,3.51e-05,4,0.0928,-17.337,0.0366,106.574,4,0.614,1
Roadrunner,The Modern Lovers,1976,4.11,59,0.462,5.05e-05,0.84,6.47e-05,2,0.0893,-6.667,0.0346,75.542,4,0.805,1
Nice To Luv You,54-40,1992,4.37,29,0.561,0.00344,0.647,0.00011,7,0.149,-8.167,0.0305,117.974,4,0.464,0
Most People I Know,Billy Thorpe & The Aztecs,1995,4.28,17,0.418,0.554,0.358,0.00157,2,0.101,-16.094,0.0319,121.882,4,0.825,0
"Paris, Texas",Ry Cooder,1995,2.91,55,0.359,0.945,0.00681,0.158,7,0.0581,-20.957,0.0602,128.713,5,0.205,1
Long Division,Rustic Overtones,2011,4.39,10,0.6,0.189,0.735,2.54e-06,2,0.303,-7.148,0.0522,172.474,4,0.828,0
Zebra,John Butler Trio,2005,3.96,47,0.622,0.124,0.642,0.0426,4,0.165,-6.996,0.0451,78.594,4,0.767,0
That's the Way - Remaster,Led Zeppelin,1970,5.62,56,0.245,0.673,0.328,0.0,6,0.138,-11.553,0.0377,86.926,4,0.102,1
Defy You,The Offspring,2005,3.8,44,0.491,0.000609,0.841,2.4e-06,11,0.131,-3.651,0.0387,92.296,4,0.669,0
How Sweet It Is (To Be Loved By You),Marvin Gaye,1965,2.96,60,0.653,0.323,0.49,4.13e-06,0,0.0832,-10.106,0.0408,110.202,4,0.963,1
Holier Than Thou,Metallica,1991,3.79,57,0.471,0.000322,0.956,0.528,5,0.066,-6.25,0.0381,172.15,4,0.315,1
Making Plans For Nigel,XTC,1979,4.23,60,0.632,0.0143,0.893,5.24e-06,7,0.0741,-6.04,0.0455,149.97,4,0.773,1
Engel,Rammstein,1997,4.4,68,0.637,0.00918,0.658,0.00229,2,0.295,-5.775,0.0291,96.072,4,0.328,1
"What God Wants, Pt. I",Roger Waters,1992,6.0,38,0.582,0.0753,0.616,0.00136,5,0.43,-12.153,0.0361,79.524,4,0.553,0
The Breakup Song,The Greg Kihn Band,1981,2.83,57,0.703,0.0367,0.895,6.61e-05,9,0.307,-4.002,0.029,141.558,4,0.965,1
Apeman - Mono Mix,The Kinks,1970,3.86,39,0.656,0.709,0.765,0.0083,9,0.0584,-8.326,0.318,75.609,4,0.846,0
Dizz Knee Land,Dada,1992,4.11,51,0.58,0.0113,0.718,0.00102,2,0.0815,-9.035,0.0266,102.734,4,0.462,0
Turn to Stone,Electric Light Orchestra,1977,3.82,62,0.548,0.0686,0.72,0.000232,1,0.107,-9.777,0.0409,140.966,4,0.458,1
Behind The Sun,Red Hot Chili Peppers,1987,4.68,38,0.583,1.67e-05,0.873,0.00377,1,0.186,-4.954,0.0445,93.437,4,0.276,0
Erase / Rewind,The Cardigans,1998,3.64,61,0.743,0.000504,0.697,0.0126,11,0.106,-6.079,0.0276,103.642,4,0.585,1
Place Your Hands,Reef,2003,3.62,53,0.506,0.0262,0.983,1.74e-06,2,0.229,-3.249,0.0944,109.226,4,0.551,1
Stuck Here for Days,The Datsuns,2006,2.97,24,0.416,0.00342,0.841,0.0108,6,0.0896,-7.343,0.0578,138.254,4,0.565,0
Bouncing Off The Walls,Sugarcult,2002,2.35,54,0.477,0.00295,0.917,0.0,6,0.268,-4.692,0.0547,150.974,4,0.71,1
Living In The U.S.A.,Steve Miller Band,1968,4.07,39,0.38,0.0137,0.633,0.00041,2,0.497,-12.631,0.247,83.585,4,0.589,0
I'll Be Waiting,Talisman,1990,2.96,48,0.495,0.00361,0.853,0.0,6,0.101,-2.394,0.0442,129.794,4,0.703,0
Avalon - Remastered,Roxy Music,1982,4.28,63,0.759,0.699,0.563,0.619,0,0.144,-8.643,0.0338,136.67,4,0.86,1
The Fish Cheer & I-Feel-Like-I'm-Fixin'-To-Die Rag - Mono,Country Joe & The Fish,2013,3.79,3,0.347,0.262,0.858,0.0,5,0.194,-6.512,0.102,206.484,4,0.944,0
Sunburn,Fuel,1998,4.39,31,0.502,0.00236,0.785,0.000516,4,0.0906,-7.2,0.0294,93.573,4,0.56,0
(They Long To Be) Close To You,Carpenters,1970,4.57,66,0.528,0.726,0.233,0.000108,8,0.122,-15.362,0.0346,89.044,4,0.208,1
Lucky Man,The Verve,1997,4.89,65,0.407,0.255,0.663,0.000166,2,0.0913,-7.591,0.0305,75.989,4,0.211,1
Satellite 15.....The Final Frontier - 2015 Remaster,Iron Maiden,2010,8.67,38,0.263,0.000654,0.882,0.00111,9,0.113,-5.871,0.0681,133.801,4,0.411,0
This Town Ain't Big Enough for the Both of Us (Originally Performed By Sparks) [Full Vocal Version],Paris Music,2013,3.08,1,0.702,0.121,0.798,0.00053,2,0.0985,-7.825,0.0347,132.077,4,0.737,0
The Riverboat Song,Ocean Colour Scene,1996,4.91,54,0.484,0.0061,0.862,2.74e-05,11,0.547,-6.39,0.0278,106.922,3,0.565,1
Time to Waste,Alkaline Trio,2005,4.2,44,0.51,0.00309,0.937,0.000111,6,0.134,-6.283,0.0575,127.438,4,0.178,0
Since I Left You,The Avalanches,2000,4.35,36,0.519,0.246,0.911,0.0,7,0.826,-7.228,0.0593,102.81,4,0.481,0
Ain’t No Mountain High Enough,Bellybuds,2014,3.45,22,0.207,0.861,0.202,0.0517,11,0.078,-16.461,0.0383,89.116,4,0.0791,0
Rockin' All Over The World,Status Quo,1977,3.59,64,0.632,0.236,0.933,0.00151,0,0.604,-7.874,0.0326,131.487,4,0.968,1
Homesick,Soul Asylum,1993,3.58,15,0.486,0.0197,0.582,0.0,7,0.103,-8.473,0.0321,131.577,4,0.385,0
Someone Saved My Life Tonight,Elton John,1975,6.75,53,0.457,0.329,0.428,2.21e-06,1,0.169,-9.796,0.0283,129.98,4,0.151,1
Got To Choose,KISS,1974,3.91,32,0.449,0.0737,0.676,0.0593,6,0.235,-6.453,0.0366,109.93,4,0.567,0
You Held the World in Your Arms,Idlewild,2002,3.37,42,0.385,1.71e-05,0.908,0.594,1,0.105,-3.287,0.0558,132.877,4,0.375,0
The Way You Do The Things You Do,The Temptations,1964,2.76,64,0.618,0.159,0.704,0.000262,4,0.358,-4.686,0.0321,124.218,4,0.741,1
Hole In My Soul,Aerosmith,1997,6.17,62,0.465,0.00506,0.701,0.0,0,0.207,-4.809,0.0268,75.427,4,0.216,1
Let Me Go,3 Doors Down,2012,4.05,53,0.48,0.0181,0.863,0.0,1,0.111,-4.914,0.0385,91.972,4,0.491,1
New Rose,The Damned,1977,2.7,49,0.19,0.00549,0.964,3.93e-05,1,0.33,-7.711,0.101,173.578,4,0.295,0
Gypsy,Fleetwood Mac,1988,4.42,74,0.622,0.017,0.54,0.00771,5,0.265,-13.99,0.0261,130.879,4,0.847,1
Over The Hills And Far Away,Gary Moore,1987,5.35,56,0.204,0.000424,0.844,0.165,2,0.123,-12.409,0.109,183.719,3,0.305,1
Snowflake,Mew,1997,3.52,17,0.427,0.102,0.492,0.831,5,0.269,-10.671,0.03,83.95,4,0.234,0
Scars,Papa Roach,2004,3.47,66,0.384,0.0948,0.921,0.0,11,0.168,-3.334,0.055,89.922,4,0.471,1
Stone Cold,Rainbow,1982,5.29,50,0.419,0.0523,0.613,6.35e-05,7,0.361,-8.995,0.0316,112.638,4,0.733,0
Planet Earth - 2010 Remaster,Duran Duran,1981,4.05,50,0.588,0.00228,0.916,0.000135,0,0.107,-5.205,0.255,131.197,4,0.549,0
I Like It Like That,Various Artists,1987,1.96,35,0.589,0.832,0.568,0.0,5,0.272,-11.295,0.0806,144.566,4,0.777,0
What a Waster,The Libertines,2007,2.98,40,0.127,0.00451,0.92,5.22e-06,9,0.347,-2.972,0.0702,171.796,4,0.437,0
Harvest Moon,Neil Young,1992,5.05,72,0.648,0.526,0.309,0.000249,2,0.124,-12.432,0.0264,112.929,4,0.407,1
Take the Highway,The Marshall Tucker Band,1973,6.26,46,0.382,0.261,0.735,0.0837,7,0.0758,-5.621,0.0341,96.872,4,0.608,0
American High,Machine Head,2001,3.8,31,0.382,0.0142,0.97,0.0,0,0.208,-3.361,0.282,106.85,4,0.0795,0
One Big Holiday,My Morning Jacket,2003,5.36,52,0.412,0.0925,0.917,0.0143,9,0.24,-7.036,0.0525,136.85,4,0.313,0
Who Knows Where The Time Goes?,Fairport Convention,1969,5.1,45,0.51,0.686,0.194,0.318,4,0.113,-15.849,0.0315,144.595,4,0.434,0
Games People Play,Joe South,1968,3.59,46,0.334,0.251,0.714,4.26e-05,9,0.257,-8.379,0.155,172.288,4,0.595,0
Remember (Walkin' In The Sand),The Shangri-Las,1996,2.3,52,0.285,0.733,0.513,0.167,10,0.226,-9.61,0.0561,66.344,4,0.369,0
Ain't My Bitch,Metallica,1996,5.07,47,0.426,2.23e-05,0.903,0.0522,10,0.0979,-4.535,0.0314,157.825,4,0.442,0
Miss Freelove '69,Hoodoo Gurus,1991,4.21,27,0.52,0.0772,0.977,0.00893,9,0.145,-3.441,0.118,131.333,4,0.671,0
"It's Not the End of the World, But I Can See It from Here",lostprophets,2010,4.32,31,0.243,0.000834,0.921,0.0,8,0.398,-3.096,0.0749,184.845,4,0.389,0
The Wanton Song - 1990 Remaster,Led Zeppelin,1975,4.16,47,0.513,0.00148,0.74,0.0729,7,0.0958,-9.29,0.044,111.097,4,0.577,0
Sophie,Goodshirt,2001,3.72,50,0.645,0.425,0.406,0.0,2,0.111,-7.453,0.0318,169.957,4,0.434,0
M+M's,blink-182,1995,2.66,52,0.194,1.6e-05,0.871,0.0273,9,0.0873,-7.922,0.0465,159.41,4,0.752,0
Bad Religion,Godsmack,1998,3.22,51,0.466,0.00185,0.842,3.66e-05,7,0.107,-5.657,0.114,154.348,4,0.669,0
Gets Me Through,Ozzy Osbourne,2001,5.07,45,0.431,0.000623,0.835,0.000149,4,0.428,-6.162,0.0392,147.982,4,0.303,0
Skateaway,Dire Straits,1980,6.63,52,0.513,0.272,0.809,0.00461,7,0.172,-9.841,0.033,116.599,4,0.605,0
Let Me Entertain You,Robbie Williams,1997,4.37,67,0.478,0.000169,0.965,0.00251,10,0.0854,-5.022,0.0642,125.152,4,0.347,1
The Good Life,Weezer,1996,4.28,52,0.539,0.14,0.893,0.0,6,0.339,-4.566,0.0423,135.76,4,0.683,0
No Lies,Noiseworks,1988,3.91,47,0.565,0.0379,0.833,0.0181,9,0.0839,-11.412,0.072,101.713,4,0.457,0
Wake Up,Rage Against The Machine,1992,6.06,64,0.411,0.00563,0.893,0.00967,7,0.149,-3.646,0.139,170.407,4,0.513,1
I'm Sorry,Brenda Lee,1960,2.69,57,0.558,0.868,0.223,0.000972,10,0.13,-12.362,0.0299,101.711,3,0.303,1
Cornbag,Head Like A Hole,1995,3.8,16,0.342,5.66e-05,0.984,0.00637,11,0.072,-3.701,0.057,120.706,4,0.738,0
Simply Irresistible,Robert Palmer,1988,4.24,52,0.645,0.129,0.933,1.03e-05,9,0.0443,-6.955,0.0532,142.615,4,0.695,0
Give Wings to My Triumph,Hatebreed,2006,3.09,36,0.344,0.00897,0.983,0.0,7,0.0694,-3.414,0.198,168.65,4,0.237,0
Get Your Hands off My Woman - Live,The Darkness,2018,3.76,16,0.185,0.0247,0.968,0.00189,1,0.619,-4.726,0.347,166.5,4,0.0875,0
Kool Thing,Sonic Youth,1990,4.11,58,0.262,0.0103,0.82,0.0914,7,0.101,-11.621,0.0428,155.197,4,0.254,1
"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,2002,4.74,50,0.368,7.47e-05,0.852,0.258,10,0.218,-6.978,0.0433,171.692,4,0.347,0
Darkness on the Edge of Town,Bruce Springsteen,1978,4.54,51,0.369,0.0218,0.515,0.0,7,0.0556,-9.318,0.0396,171.334,4,0.446,0
Staring at the Sun,TV On The Radio,2003,4.02,52,0.211,0.00304,0.637,0.00185,8,0.107,-7.817,0.0515,119.224,4,0.148,0
Long White Cross,Pluto,2005,3.43,38,0.576,0.0568,0.639,0.0,0,0.155,-3.991,0.0245,95.238,4,0.409,0
Only Time Will Tell,Asia,1982,4.75,55,0.333,0.143,0.803,2.61e-06,9,0.0524,-8.109,0.0714,125.52,4,0.323,1
Inflikted,Cavalera Conspiracy,2007,4.54,44,0.191,3.07e-05,0.958,0.00536,7,0.477,-5.057,0.0901,191.775,4,0.277,0
(I'm) Stranded,The Saints,2009,3.51,41,0.397,0.0043,0.958,0.0,11,0.273,-3.846,0.0437,87.096,4,0.425,0
"Lily, Rosemary and the Jack of Hearts",Bob Dylan,1975,8.85,44,0.457,0.414,0.665,0.0,2,0.0948,-13.722,0.0821,126.33,4,0.667,0
Angeles,Elliott Smith,1997,2.95,54,0.53,0.86,0.0993,0.2,4,0.153,-23.548,0.0549,118.139,4,0.588,1
More Than This - Remastered,Roxy Music,1982,4.51,66,0.653,0.0508,0.666,0.0466,6,0.139,-7.808,0.0249,128.505,4,0.765,1
Space Lord,Monster Magnet,1998,5.93,54,0.634,0.000186,0.737,0.635,10,0.119,-7.104,0.0354,95.811,4,0.379,1
Detached,Prong,2003,3.4,9,0.593,0.00159,0.783,5.85e-05,5,0.275,-4.424,0.0726,106.006,3,0.484,0
Black Gold,Soul Asylum,1993,3.96,21,0.589,0.00826,0.588,6.17e-05,2,0.294,-7.178,0.0308,114.881,4,0.118,0
Heartspark Dollarsign,Everclear,1995,2.87,34,0.356,0.00148,0.988,0.00071,7,0.0965,-5.186,0.15,138.263,4,0.36,0
Feeling That Way,Journey,1978,3.46,50,0.303,0.227,0.602,0.00355,5,0.171,-9.122,0.0372,145.629,4,0.364,0
Taylor,Jack Johnson,2003,3.99,60,0.805,0.147,0.729,0.0422,0,0.104,-7.94,0.147,174.189,4,0.569,1
Air Hostess,Busted,2003,3.96,36,0.411,0.0128,0.963,0.0,2,0.0894,-4.051,0.121,186.083,4,0.362,0
